TransactionID,isFraud,TransactionDT,TransactionAmt,card1,DeviceType,DeviceInfo,P_emaildomain,ProductCD,C1,C2,C3,C4,C5,V1,V2,V3,V4,V5,tx_hour_of_day,tx_day_of_cycle,tx_day_index,time_since_prev_tx,card1_prior_tx_count,card1_prior_amount_mean,card1_prior_amount_max,card1_amount_deviation_from_prior_mean,graph_card1_prior_degree,graph_shared_device_prior_tx_count,graph_shared_email_prior_tx_count,graph_neighborhood_prior_amt_sum,graph_neighborhood_prior_amt_mean,graph_relational_risk_score,y_true,y_prob,y_pred,error_type
2989011,0,2089674,47.41,1092,mobile,iOS Device,hotmail.com,R,0.0,6.0,3.0,2.0,1.0,-2.0784170708916943,-0.3235850676011856,-1.3923267837418591,-1.8033682606590755,0.47219428961441245,4,3,24,94472.0,2,125.47500000000001,165.83,-78.06500000000001,2,424,407,250.95000000000002,125.47500000000001,6.443654195389016,0,1.68112208988056e-22,0,TN
2989012,0,2090079,70.66,1149,mobile,,,H,2.0,3.0,1.0,2.0,2.0,-0.8293017215118991,0.11156383857816127,-1.578065439282081,-1.198574566854277,0.4139275223951259,4,3,24,988759.0,2,106.125,126.64,-35.465,2,398,388,212.25,106.125,6.385531610263777,0,2.1534141929615442e-26,0,TN
2989013,0,2090568,130.27,1410,mobile,MacOS,anonymous.com,C,2.0,1.0,1.0,0.0,1.0,-0.5171411592241882,0.8707266701193701,-2.165160706662121,0.45096367160333717,-0.5942803214598357,4,3,24,195846.0,6,194.82833333333335,295.82,-64.55833333333334,6,411,375,1168.97,194.82833333333335,6.397096307995467,0,4.971639233232398e-17,0,TN
2989014,0,2092432,13.02,1137,mobile,SM-G935F Build/NRD90M,,R,3.0,2.0,0.0,2.0,0.0,-0.7338645337703663,-0.28729586312058997,-1.2178733975704494,0.6802156454293337,0.4833948618712596,5,3,24,239141.0,5,83.262,150.98,-70.242,5,398,389,416.31,83.262,6.386879319362645,0,1.067052236531921e-25,0,TN
2989015,0,2092742,53.15,1207,desktop,,gmail.com,S,2.0,4.0,3.0,4.0,1.0,-0.5308055666277516,-1.182730426806908,-0.32505643899465314,-1.2422896268377177,-0.13226315818793677,5,3,24,77908.0,6,79.735,145.19,-26.585,6,399,404,478.40999999999997,79.735,6.401253626696201,0,2.4925316376103257e-22,0,TN
2989016,0,2094035,67.37,1489,desktop,Windows,gmail.com,R,2.0,2.0,1.0,1.0,1.0,0.32127919330285626,-1.3553905880221948,0.2665014397331217,-1.2370075509663538,-0.2938946411596474,5,3,24,213344.0,7,44.71498385838002,151.25488700866012,22.65501614161998,7,380,405,313.00488700866015,44.71498385838002,6.37024338995364,0,9.940259276073909e-26,0,TN
2989017,0,2094354,78.83,1124,desktop,Windows,hotmail.com,H,3.0,5.0,4.0,4.0,2.0,0.2033077315563064,0.20555830306866268,-2.441925336284439,-0.12353504331742356,0.6980598566339896,5,3,24,72214.0,9,84.83777777777779,243.8,-6.00777777777779,9,381,408,763.5400000000001,84.83777777777779,6.374854447564289,0,1.7221741006473786e-18,0,TN
2989018,0,2094587,171.57,1233,desktop,,,C,1.0,1.0,1.0,7.0,5.0,1.265786073403415,0.7988694662132801,-0.8403549800202467,2.2914143466249146,0.5370670754528742,5,3,24,238941.0,9,73.92777777777778,177.94,97.64222222222222,9,400,390,665.35,73.92777777777778,6.391749595174604,0,2.8646942926830256e-13,0,TN
2989019,0,2095354,19.84,1060,,MacOS,gmail.com,R,2.0,4.0,4.0,0.0,0.0,-0.25673789899256283,-1.3234094759261206,-0.557357368594239,-0.6965820612480891,0.4875307904248788,6,3,24,19703.0,10,89.473,380.23,-69.633,10,412,406,894.73,89.473,6.424869023905388,0,1.68112208988056e-22,0,TN
2989020,0,2095360,165.94,1306,desktop,,yahoo.com,W,2.0,0.0,1.0,5.0,2.0,-1.5197253641363964,1.1559042574444818,-0.5518195274593243,-0.30056004640273415,-0.4360153731436918,6,3,24,18414.0,8,71.425,130.89,94.515,8,401,437,571.4,71.425,6.431814057069648,0,2.8868339219074784e-18,0,TN
2989021,0,2095421,119.05,1265,desktop,iOS Device,gmail.com,C,3.0,2.0,5.0,2.0,2.0,-2.1192658839521537,-1.151190965594394,-0.542356644194721,1.2796847209944282,-0.5607497568827587,6,3,24,103671.0,5,145.96800000000002,314.02,-26.91800000000002,5,425,407,729.84,145.96800000000002,6.4457198193855785,0,1.1331926765570702e-19,0,TN
2989022,0,2099721,82.16,1133,mobile,MacOS,,R,2.0,2.0,3.0,3.0,3.0,1.3319335593900747,-0.7120143536708528,-1.4255658274893712,1.149555182316133,-1.1003901018113669,7,3,24,516349.0,2,100.325,150.55,-18.165000000000006,2,413,391,200.65,100.325,6.4129670329137705,0,1.390872803822846e-22,0,TN
2989023,0,2100810,121.24,1317,mobile,,,R,3.0,1.0,2.0,0.0,2.0,-0.06190720099367926,1.0244443291960084,-0.2609334601218379,0.7403111132689825,0.8883341988428897,7,3,24,476298.0,3,70.41000000000001,121.51,50.829999999999984,3,402,392,211.23000000000002,70.41000000000001,6.39576230746414,0,1.0476756407815131e-19,0,TN
2989024,0,2100884,54.11,1112,desktop,SM-G935F Build/NRD90M,gmail.com,C,3.0,1.0,1.0,2.0,3.0,0.29998542209766016,-0.4825741603104661,-0.9399670848686812,1.0059918011312459,0.6339857122554324,7,3,24,1222741.0,4,73.4075,158.99,-19.2975,4,399,408,293.63,73.4075,6.404236230398585,0,6.136702814805382e-20,0,TN
2989025,0,2102506,15.9,1388,,MacOS,,S,2.0,2.0,1.0,1.0,1.0,0.8164426761849533,-0.14317367206247064,1.2427902222507297,1.237943967935711,0.7348071258113223,8,3,24,,0,,,,0,414,393,0.0,0.0,6.415914955127227,0,6.46523147681538e-20,0,TN
2989026,0,2102811,110.59,1377,,,,W,0.0,2.0,0.0,1.0,0.0,,0.3955812508965133,1.099996019763058,-0.5242066566987952,-1.7290432505626334,8,3,24,526375.0,3,77.91666666666667,176.14,32.67333333333333,3,403,394,233.75,77.91666666666667,6.3990939780455225,0,1.2712902008935472e-15,0,TN
2989027,0,2103116,75.38,1453,desktop,SM-G935F Build/NRD90M,yahoo.com,C,3.0,3.0,3.0,1.0,1.0,1.2063310525183664,1.1926633190580551,-0.8770754247984043,0.5049889847366762,0.027451767101401233,8,3,24,397581.0,2,50.365,52.14,25.014999999999993,2,400,438,100.73,50.365,6.430042006666349,0,3.023276743976866e-20,0,TN
2989028,0,2103507,102.99,1190,desktop,,hotmail.com,W,3.0,0.0,4.0,2.0,3.0,0.7431512083521495,-0.08822971297466745,-0.7532700577444318,-0.3982711811387387,-1.5156317596151656,8,3,24,304604.0,4,141.445,328.91,-38.455,4,404,409,565.78,141.445,6.413295009302411,0,5.3048150701086774e-20,0,TN
2989029,0,2104563,42.25,1378,,iOS Device,,W,3.0,2.0,3.0,0.0,4.0,0.98738196150843,0.11012207665495496,1.7537566690081874,-0.8273105340624552,-1.1587784815237507,8,3,24,176515.0,5,182.80147721810818,347.78,-140.55147721810818,5,426,395,914.0073860905409,182.80147721810818,6.437751649736401,0,1.390872803822846e-22,0,TN
2989030,0,2106720,238.37,1439,,Windows,anonymous.com,C,2.0,1.0,1.0,1.0,1.0,-0.8207823374714198,-0.16998887155408107,-1.4300678016667154,0.5457625214046135,1.440711051421421,9,3,24,142349.0,7,141.3908592869927,301.13,96.9791407130073,7,382,376,989.7360150089489,141.3908592869927,6.348614378269926,0,4.093424980476875e-14,0,TN
2989031,0,2107236,89.52,1186,mobile,,hotmail.com,R,2.0,1.0,0.0,1.0,1.0,0.7702255154223314,-1.392800193326426,0.043429272431721115,-0.2243086869524945,-0.9972025744007836,9,3,24,1266540.0,4,15.335,36.38,74.185,4,405,410,61.34,15.335,6.4157514094567345,0,4.882452612971165e-15,0,TN
2989032,0,2108300,9.93,1318,desktop,MacOS,hotmail.com,S,2.0,4.0,0.0,2.0,2.0,0.4264622759219103,1.2844558593676396,1.4656575470825104,-0.13299084817401036,-0.5106648892246319,9,3,24,122408.0,4,241.3661312234429,342.4845248937716,-231.43613122344289,4,415,411,965.4645248937716,241.3661312234429,6.432779308109843,0,2.522794573997789e-22,0,TN
2989033,0,2108634,60.75,1366,mobile,,anonymous.com,W,3.0,0.0,1.0,3.0,1.0,-0.9649257875916424,-2.9278179315154773,-0.9281311858263515,1.1702829993431085,-0.4442979952554371,9,3,24,215084.0,3,223.98,368.93,-163.23,3,406,377,671.9399999999999,223.98,6.3899050402791815,0,1.1601515773082883e-22,0,TN
2989034,0,2112795,142.2,1088,mobile,,gmail.com,W,2.0,5.0,4.0,0.0,0.0,1.5892588132989662,0.3023653346411667,-1.6103514752251662,0.369809080501168,-0.8948963741455129,10,3,24,924551.0,8,103.285,229.23,38.91499999999999,8,407,409,826.28,103.285,6.418854212631938,0,1.216060462422159e-12,0,TN
2989035,0,2112980,159.05,1186,desktop,,yahoo.com,R,1.0,0.0,4.0,3.0,2.0,-0.10276046207653522,1.1469890457509124,-0.5577567234191525,-0.1518112340328841,-0.9822394680703631,10,3,24,5744.0,5,30.172000000000004,89.52,128.87800000000001,5,408,439,150.86,30.172000000000004,6.444131256700441,0,6.668922969513502e-16,0,TN
2989036,0,2113083,69.24,1306,mobile,,,C,3.0,1.0,0.0,0.0,1.0,-1.7607177404140202,1.2992690885334375,-0.2870633329740001,-0.10166134389162002,-1.7646511324097274,10,3,24,17723.0,9,81.92666666666666,165.94,-12.686666666666667,9,409,396,737.3399999999999,81.92666666666666,6.411654050614528,0,1.8488863768720004e-22,0,TN
2989037,0,2113193,226.14,1433,mobile,MacOS,gmail.com,S,2.0,5.0,4.0,2.0,1.0,0.7191508984931196,-0.82994541857546,0.14570904296591128,-1.3670809999797622,-1.142271549860761,10,3,24,731491.0,5,94.10549733249805,266.4374866624902,132.03450266750195,5,416,410,470.5274866624902,94.10549733249805,6.4337436283388625,0,4.9870316853302056e-14,0,TN
2989038,0,2113810,32.15,1131,desktop,MacOS,anonymous.com,W,2.0,6.0,1.0,3.0,0.0,0.49732255122505864,0.39890417998898586,0.09628852970396808,0.685296223275119,0.18715141483929756,11,3,24,1230753.0,2,37.964999999999996,71.22,-5.814999999999998,2,417,378,75.92999999999999,37.964999999999996,6.408858226081421,0,5.98124570926241e-20,0,TN
2989039,0,2115854,53.86,1359,,,yahoo.com,W,2.0,2.0,1.0,3.0,1.0,,-0.8676751453368085,0.3719942821898023,-0.12843126793865667,-0.6762732225032284,11,3,24,,0,,,,0,410,440,0.0,0.0,6.447305862541213,0,7.842475725124866e-20,0,TN
2989040,0,2119750,229.87,1122,,Windows,yahoo.com,C,3.0,2.0,1.0,4.0,2.0,0.5756070589018311,-0.6876100732724155,-2.6405053624464125,-0.23027434560791438,-0.6734915638580306,12,3,24,46232.0,6,105.79,317.94,124.08,6,383,441,634.74,105.79,6.405393733628276,0,4.0309359620682206e-14,0,TN
2989041,0,2120043,227.58,1047,desktop,,yahoo.com,R,0.0,4.0,3.0,4.0,4.0,-0.8346497032129102,1.1428537422497418,0.03821715518845086,1.6084401543006202,-2.5316000642790706,12,3,24,115326.0,6,109.88833333333332,241.29,117.69166666666669,6,411,442,659.3299999999999,109.88833333333332,6.451417840500216,0,6.559852490955689e-15,0,TN
2989042,0,2120301,116.74,1287,,MacOS,anonymous.com,H,0.0,3.0,0.0,3.0,4.0,0.4704542029712759,0.07806609831042907,-0.7436006281831606,0.8002513192304092,-0.6743616546711659,12,3,24,535712.0,7,97.39,346.23,19.349999999999994,7,418,379,681.73,97.39,6.412146621021007,0,4.63769854897034e-17,0,TN
2989043,0,2122248,196.89,1375,desktop,iOS Device,gmail.com,R,1.0,2.0,2.0,2.0,2.0,0.752779883570132,0.2610863754292068,1.2887342103254906,0.21022002310505603,2.136484730885174,13,3,24,423686.0,6,23.118333333333336,43.0,173.77166666666665,6,427,411,138.71,23.118333333333336,6.452206670705986,0,2.9774160948040636e-12,0,TN
2989044,0,2123315,10.3,1178,,,,W,1.0,5.0,1.0,2.0,2.0,0.3457649830755458,0.8570296105438027,0.729038952289493,0.39192158433914215,-0.7569247193854001,13,3,24,786760.0,2,27.28,38.03,-16.98,2,412,397,54.56,27.28,6.416241966248519,0,8.636446912764395e-26,0,TN
2989045,0,2124835,201.24,1179,desktop,,yahoo.com,W,1.0,0.0,2.0,5.0,2.0,0.01805546188047456,1.06882123964348,0.9582961062650962,1.1243975984853651,0.8081683754713798,14,3,24,39181.0,4,173.93,312.11,27.310000000000002,4,413,443,695.72,173.93,6.455041318273362,0,3.2524855331088627e-20,0,TN
2989046,0,2124849,39.66,1098,desktop,,yahoo.com,S,7.0,3.0,4.0,0.0,1.0,-0.153821957204138,-0.18107823634734715,0.9778485947930146,-0.21140879724620845,-0.7907521019854749,14,3,24,1886993.0,1,52.66,52.66,-13.0,1,414,444,52.66,52.66,6.456926629122442,0,4.559898109778058e-07,0,TN
2989047,0,2124940,20.64,1329,mobile,,gmail.com,R,1.0,2.0,2.0,1.0,2.0,1.4258102431501103,-1.6639076803407629,0.1291871945829456,0.7334371008278285,0.3865455715447921,14,3,24,832877.0,3,37.17666666666667,67.02,-16.53666666666667,3,415,412,111.53,37.17666666666667,6.433422291575172,0,1.1756896559455226e-88,0,TN
2989048,0,2129223,28.36,1033,mobile,SM-G935F Build/NRD90M,yahoo.com,H,1.0,1.0,3.0,2.0,3.0,-0.5471954162362356,-0.2958272254099837,-0.48411030517485193,-1.0584046872083914,1.5654589738713556,15,3,24,,0,,,,0,401,445,0.0,0.0,6.436951329565632,0,1.598660249833506e-20,0,TN
2989049,0,2129399,55.12,1419,,,yahoo.com,S,2.0,3.0,3.0,1.0,2.0,0.10035118252049426,0.6184231633224341,-0.16863031572987083,0.24191385770991203,-0.042270493837357516,15,3,24,782613.0,3,90.5,168.74,-35.38,3,416,446,271.5,90.5,6.461936816524757,0,2.522794573997789e-22,0,TN
2989050,0,2129437,29.93,1069,desktop,MacOS,anonymous.com,H,2.0,3.0,4.0,4.0,4.0,-0.10026133698705673,-1.5650429967806838,0.9210457712926094,-1.6353232599180665,-0.4895678604608732,15,3,24,690473.0,4,121.16,216.83,-91.22999999999999,4,419,380,484.64,121.16,6.414114479970247,0,1.390872803822846e-22,0,TN
2989051,0,2129738,39.65,1170,desktop,MacOS,hotmail.com,S,0.0,2.0,2.0,1.0,1.0,0.3394620584187215,-0.49327829669296397,-0.30379375593584396,0.15677080169392663,0.08196176905236299,15,3,24,379117.0,4,78.945,94.7,-39.294999999999995,4,420,412,315.78,78.945,6.441584295756578,0,5.71637403288849e-26,0,TN
2989052,0,2130824,15.5,1365,mobile,SM-G935F Build/NRD90M,gmail.com,R,5.0,0.0,1.0,2.0,2.0,,-0.4088829100725063,0.06845844310962776,1.2560079920632734,-0.9867941457672188,15,3,24,1649884.0,2,200.04500000000002,371.54,-184.54500000000002,2,402,413,400.09000000000003,200.04500000000002,6.4129670329137705,0,6.233406714758187e-13,0,TN
2989053,0,2130891,36.12,1271,mobile,,gmail.com,W,1.0,3.0,0.0,1.0,2.0,1.2175856201876192,0.2366925805765148,-0.1099600445864771,-0.5129404969699853,0.13287745801224504,15,3,24,982108.0,2,25.565,44.46,10.554999999999996,2,417,414,51.13,25.565,6.438071598547322,0,4.1261882745447706e-20,0,TN
2989054,0,2132875,85.93,1058,desktop,Windows,gmail.com,H,1.0,1.0,0.0,3.0,2.0,0.6641397093736288,-0.6387414523494678,-0.2756129633148064,0.058761385236699444,-0.09337456292780784,16,3,24,654937.0,7,86.25428571428571,160.95,-0.3242857142857076,7,384,415,603.78,86.25428571428571,6.385531610263777,0,2.1534141929615442e-26,0,TN
2989055,0,2135291,59.31,1180,mobile,,anonymous.com,R,5.0,2.0,2.0,2.0,3.0,,0.04444220751910791,1.2442602632813722,-0.6934756823251341,0.294765705113636,17,3,24,1396426.0,2,38.455,55.36,20.855000000000004,2,418,381,76.91,38.455,6.4129670329137705,0,1.4088127959584562e-09,0,TN
2989056,0,2135765,43.57,1018,,MacOS,anonymous.com,H,2.0,3.0,1.0,3.0,1.0,0.40810101787065833,-1.1484761547875726,-0.5352421433314273,0.22898994578398038,-2.126830131700971,17,3,24,80824.0,4,163.68,429.14,-120.11000000000001,4,421,382,654.72,163.68,6.419017251680151,0,1.68112208988056e-22,0,TN
2989057,0,2136327,138.22,1225,,iOS Device,,R,2.0,0.0,1.0,2.0,1.0,1.4189251539064445,0.47748883980850293,-1.1316525063461986,-1.1103111206046845,0.04503722342047154,17,3,24,640073.0,5,177.96226423090633,430.3813211545316,-39.74226423090633,5,428,398,889.8113211545316,177.96226423090633,6.443336028030302,0,5.088303068965752e-18,0,TN
2989058,0,2136349,224.97,1472,,iOS Device,anonymous.com,S,1.0,1.0,1.0,4.0,3.0,-1.090679824876828,0.42649546253809245,0.670896908141788,-1.1238533320828639,0.5787313413409123,17,3,24,186713.0,6,48.73166666666666,113.46,176.23833333333334,6,429,383,292.39,48.73166666666666,6.433100851520974,0,2.4376308234727407e-12,0,TN
2989059,0,2137131,142.38,1094,desktop,Windows,gmail.com,R,2.0,2.0,2.0,2.0,1.0,-0.3001098431018583,3.36274960257979,-0.1575793037759011,0.47226327294709064,-0.04153917187145027,17,3,24,129517.0,9,88.53666666666668,243.84,53.84333333333332,9,385,416,796.83,88.53666666666668,6.38839332419386,0,4.2581085263368264e-18,0,TN
2989060,0,2137931,41.35,1368,,,,S,1.0,1.0,0.0,5.0,2.0,-0.6857719714497796,-1.006819672294366,-0.5859225451858854,-0.9569238191513065,0.8873361298373049,17,3,24,1338305.0,1,224.78,224.78,-183.43,1,419,399,224.78,224.78,6.429074108542713,0,2.6887396619218866e-17,0,TN
2989061,0,2139890,137.43,1296,desktop,SM-G935F Build/NRD90M,hotmail.com,W,4.0,1.0,3.0,2.0,2.0,0.6719888793408102,-0.41384189704174723,-0.4879404669082833,1.5132886108689512,-0.9743744985838914,18,3,24,355590.0,4,60.665,101.72,76.76500000000001,4,403,413,242.66,60.665,6.414933279655721,0,6.140448671507792e-16,0,TN
2989062,0,2140007,17.49,1080,mobile,,yahoo.com,S,2.0,3.0,2.0,1.0,3.0,,1.311382613057446,-0.3586230193125602,1.468624505373624,-0.7241548929256695,18,3,24,458131.0,3,39.31666666666667,60.42,-21.82666666666667,3,420,447,117.95,39.31666666666667,6.468940191192418,0,2.3443643278536605e-18,0,TN
2989063,0,2141180,14.96,1174,mobile,Windows,yahoo.com,C,0.0,4.0,0.0,3.0,7.0,-1.5908063608142637,-1.5970273266302664,-0.7414814829372696,-0.972792170915484,0.5975228304031776,18,3,24,181359.0,6,120.84166666666668,304.79,-105.88166666666669,6,386,448,725.0500000000001,120.84166666666668,6.416078474054907,0,3.905219285809659e-17,0,TN
2989064,0,2141955,43.41,1221,,Windows,,W,2.0,3.0,2.0,2.0,5.0,-0.619684628862752,2.74799014052049,1.5545669528835226,2.274397301497039,0.8446308157459107,18,3,24,369262.0,3,102.50333333333333,174.73,-59.093333333333334,3,387,400,307.51,102.50333333333333,6.37723702187041,0,2.8650709245568355e-20,0,TN
2989065,1,2142123,218.4421560740129,1102,,Windows,hotmail.com,R,14.0,2.0,2.0,2.0,2.0,2.180800699720145,-0.496272554161042,1.089417492665809,-0.04757672929853682,1.3077879632010747,19,3,24,1825520.0,1,49.06,49.06,169.3821560740129,1,388,414,49.06,49.06,6.390408438225881,1,0.9999995707473637,1,TP
2989066,0,2145252,29.28,1053,,iOS Device,yahoo.com,R,2.0,2.0,3.0,2.0,1.0,0.4684576871252566,-1.532429482393547,-1.2913486785092054,0.013725712340872522,0.200974355297287,19,3,24,646562.0,6,72.905,127.59,-43.625,6,430,449,437.43,72.905,6.4863132163508315,0,4.373357445814076e-26,0,TN
2989067,0,2147483,7.53,1182,,,,C,2.0,6.0,0.0,0.0,2.0,-0.1642692577340701,0.4322422232522889,-0.6237264903893383,0.838502346365722,-1.8509651390227595,20,3,24,580077.0,6,95.70833333333333,173.51,-88.17833333333333,6,421,401,574.25,95.70833333333333,6.434707019550176,0,2.1534141929615442e-26,0,TN
2989068,0,2148174,15.12,1350,,,anonymous.com,R,0.0,3.0,2.0,3.0,1.0,-0.943650861694208,0.055758903557827824,-0.36550375539631264,1.3753102592255109,1.1614125440662322,20,3,24,473759.0,3,229.61,334.41,-214.49,3,422,384,688.83,229.61,6.422109953746444,0,1.3105400171328887e-20,0,TN
2989069,1,2149899,398.00146768871826,1402,,SM-G935F Build/NRD90M,gmail.com,W,16.0,0.0,5.0,1.0,1.0,,-0.9972503497977938,-2.338810240902957,1.3587902167260193,0.31052415185384064,21,3,24,91643.0,5,76.474,207.78,321.5274676887183,5,404,417,382.37,76.474,6.419994928147142,1,0.9782384257120755,1,TP
2989070,0,2151553,101.45,1317,mobile,Windows,hotmail.com,W,2.0,3.0,3.0,2.0,1.0,0.5119644464204093,-0.6619398785329815,-0.6763580804176749,2.0433682307819017,0.20144602378500434,21,3,24,50743.0,4,83.1175,121.51,18.332499999999996,4,389,415,332.47,83.1175,6.393423515886859,0,1.3988335486910144e-18,0,TN
2989071,0,2153759,30.2,1354,desktop,Windows,yahoo.com,S,1.0,2.0,1.0,3.0,3.0,0.442945822451025,0.6785934644957451,0.4657800096179545,0.4311886030302144,1.5502179063393087,22,3,24,689113.0,2,50.839999999999996,85.24,-20.639999999999997,2,390,450,101.67999999999999,50.839999999999996,6.423571586162567,0,6.09366236482739e-20,0,TN
2989072,0,2154201,82.03,1348,desktop,MacOS,gmail.com,H,0.0,1.0,4.0,3.0,3.0,0.27800617384392456,-1.313046319380253,-0.2193173929312503,0.4185620231323147,0.7347672246242191,22,3,24,354665.0,6,109.75,398.7,-27.72,6,422,418,658.5,109.75,6.449838310871549,0,3.433655636448478e-20,0,TN
2989073,0,2159690,75.99,1442,desktop,MacOS,,R,1.0,3.0,5.0,1.0,0.0,-1.117941311969792,0.6552991194327066,1.2705724934745324,0.4546136921704806,0.8704866459657477,23,3,24,72394.0,3,40.73,102.92,35.26,3,423,402,122.19,40.73,6.438231534573252,0,4.5646915864121885e-17,0,TN
2989074,0,2161420,107.55,1320,mobile,iOS Device,yahoo.com,C,0.0,1.0,3.0,1.0,2.0,0.11824626941853315,-0.6656857379638121,0.3992455963202069,0.16447602712598525,-2.025504697838433,0,4,25,136116.0,4,181.60935547310189,267.89,-74.05935547310189,4,431,451,726.4374218924075,181.60935547310189,6.489052944091952,0,3.635089347210701e-18,0,TN
2989075,0,2161806,27.55,1067,mobile,,gmail.com,W,3.0,4.0,3.0,2.0,3.0,-2.2957310697742903,2.6353211798642793,1.4003147758959442,-1.3820088146946272,-0.49257942460580895,0,4,25,150810.0,4,44.5125,88.54,-16.962500000000002,4,423,419,178.05,44.5125,6.4518912132901205,0,1.7869911234615518e-26,0,TN
2989076,0,2163096,200.81,1027,mobile,SM-G935F Build/NRD90M,anonymous.com,W,3.0,2.0,2.0,2.0,3.0,0.4087115872532768,1.5313434003082134,0.6606335370560952,-2.045058897427696,0.9868571036417937,0,4,25,834861.0,2,122.345,216.71,78.465,2,405,385,244.69,122.345,6.394760637931307,0,4.386173791561822e-13,0,TN
2989077,0,2164407,38.01,1273,,SM-G935F Build/NRD90M,hotmail.com,W,3.0,1.0,1.0,2.0,2.0,,-1.2805693885395453,-0.1448960092008374,-0.9990137807368717,-0.05833140147061692,1,4,25,97717.0,4,246.07,607.29,-208.06,4,406,416,984.28,246.07,6.422272462887942,0,1.68112208988056e-22,0,TN
